timestamp,datetime,label,door_open,sigma_co2,sigma_temp,scd_co2,scd_temp,scd_hum,bme_temp,bme_hum,bme_pres,bme_gas
1768074100.8627946,2026-01-10T20:41:41.318640,OrangeSchimmel,0,0.63,-0.19,812,12.73,65.37,10.29,79.24,940.13,46259
1768074102.8628771,2026-01-10T20:41:43.318696,OrangeSchimmel,0,0.09,-0.17,815,12.76,65.39,10.29,79.26,940.14,46309
1768074104.8629894,2026-01-10T20:41:45.320364,OrangeSchimmel,0,-2.05,-0.15,814,12.76,65.39,10.29,79.29,940.14,46360
1768074106.8630755,2026-01-10T20:41:47.318914,OrangeSchimmel,0,-0.43,-0.14,816,12.73,65.4,10.29,79.31,940.14,46360
1768074108.8631613,2026-01-10T20:41:49.319008,OrangeSchimmel,0,-1.47,-0.14,816,12.76,65.44,10.29,79.34,940.13,46360
1768074110.8632743,2026-01-10T20:41:51.173372,OrangeSchimmel,0,0.0,0.0,,,,10.29,79.38,940.13,46410
1768074112.8633587,2026-01-10T20:41:53.319111,OrangeSchimmel,0,-0.4,-0.13,818,12.76,65.45,10.29,79.38,940.13,46562
1768074114.8634403,2026-01-10T20:41:55.320499,OrangeSchimmel,0,-0.89,-0.12,819,12.76,65.48,10.29,79.41,940.13,46460
1768074116.8635495,2026-01-10T20:41:57.320652,OrangeSchimmel,0,-0.35,-0.11,821,12.75,65.48,10.29,79.42,940.13,47293
1768074118.863634,2026-01-10T20:41:59.319375,OrangeSchimmel,0,-0.88,-0.11,822,12.75,65.51,10.29,79.47,940.12,46766
1768074120.8637137,2026-01-10T20:42:01.319461,OrangeSchimmel,0,1.25,-0.1,827,12.75,65.51,10.29,79.48,940.13,46613
1768074122.8638203,2026-01-10T20:42:03.320927,OrangeSchimmel,0,-1.37,-0.1,827,12.75,65.53,10.29,79.52,940.13,46562
1768074124.8639042,2026-01-10T20:42:05.319898,OrangeSchimmel,0,-0.3,-0.1,829,12.77,65.56,10.29,79.53,940.14,46259
1768074126.8639905,2026-01-10T20:42:07.319750,OrangeSchimmel,0,0.21,-0.09,832,12.75,65.57,10.29,79.57,940.14,46159
1768074128.8641052,2026-01-10T20:42:09.321345,OrangeSchimmel,0,-0.3,-0.09,834,12.77,65.59,10.29,79.57,940.13,46360
1768074130.8641925,2026-01-10T20:42:11.320059,OrangeSchimmel,0,0.22,-0.09,837,12.76,65.62,10.29,79.61,940.14,46613
1768074132.8642666,2026-01-10T20:42:13.320093,OrangeSchimmel,0,-0.83,-0.08,838,12.77,65.64,10.29,79.64,940.14,46209
1768074134.864381,2026-01-10T20:42:15.321784,OrangeSchimmel,0,-0.81,-0.08,839,12.76,65.64,10.29,79.66,940.13,46664
1768074136.8644655,2026-01-10T20:42:17.320324,OrangeSchimmel,0,-0.29,0.69,841,12.76,65.64,10.3,79.67,940.14,47398
1768074138.8645508,2026-01-10T20:42:19.320403,OrangeSchimmel,0,-0.82,-0.08,842,12.73,65.66,10.3,79.71,940.14,46259
1768074140.8646653,2026-01-10T20:42:21.321832,OrangeSchimmel,0,0.23,-0.08,845,12.75,65.67,10.3,79.72,940.14,46309
1768074142.8647437,2026-01-10T20:42:23.320606,OrangeSchimmel,0,-0.8,-0.08,846,12.76,65.72,10.3,79.74,940.14,46562
1768074144.8648248,2026-01-10T20:42:25.320724,OrangeSchimmel,0,-0.78,-0.08,847,12.76,65.7,10.3,79.76,940.14,46562
1768074146.864938,2026-01-10T20:42:27.174807,OrangeSchimmel,0,0.0,0.0,,,,10.3,79.78,940.14,46309
1768074148.8650231,2026-01-10T20:42:29.320739,OrangeSchimmel,0,0.29,-0.08,850,12.76,65.77,10.3,79.81,940.14,46309
1768074150.8651059,2026-01-10T20:42:31.320844,OrangeSchimmel,0,-1.28,-0.08,850,12.75,65.75,10.3,79.83,940.15,46309
1768074152.8652163,2026-01-10T20:42:33.322387,OrangeSchimmel,0,-0.74,-0.07,851,12.76,65.77,10.3,79.86,940.17,46259
1768074154.8652992,2026-01-10T20:42:35.321185,OrangeSchimmel,0,-0.74,-0.07,852,12.75,65.77,10.3,79.87,940.17,46259
1768074156.865383,2026-01-10T20:42:37.321124,OrangeSchimmel,0,0.3,-0.07,855,12.76,65.81,10.3,79.93,940.17,46010
1768074158.8654933,2026-01-10T20:42:39.322914,OrangeSchimmel,0,-0.22,-0.07,857,12.77,65.81,10.3,79.93,940.17,46562
1768074160.8655784,2026-01-10T20:42:41.321313,OrangeSchimmel,0,0.31,-0.07,860,12.76,65.8,10.3,79.95,940.17,46209
1768074162.8656611,2026-01-10T20:42:43.321481,OrangeSchimmel,0,-0.2,-0.05,862,12.75,65.84,10.3,79.98,940.17,46309
1768074164.8657744,2026-01-10T20:42:45.323927,OrangeSchimmel,0,-0.7,-0.05,863,12.77,65.85,10.3,79.98,940.17,46309
1768074166.8658588,2026-01-10T20:42:47.321696,OrangeSchimmel,0,0.39,-0.05,866,12.76,65.87,10.3,80.0,940.17,46259
1768074168.8659432,2026-01-10T20:42:49.321845,OrangeSchimmel,0,1.45,-0.05,871,12.73,65.88,10.3,80.02,940.16,46259
1768074170.866053,2026-01-10T20:42:51.323065,OrangeSchimmel,0,0.97,-0.05,875,12.75,65.88,10.3,80.05,940.15,46159
1768074172.866133,2026-01-10T20:42:53.321963,OrangeSchimmel,0,2.62,-0.05,882,12.77,65.91,10.3,80.07,940.15,46410
1768074174.8662066,2026-01-10T20:42:55.322179,OrangeSchimmel,0,2.97,-0.05,890,12.75,65.91,10.3,80.1,940.14,46109
1768074176.8663085,2026-01-10T20:42:57.323494,OrangeSchimmel,0,-1.22,-0.04,890,12.76,65.96,10.3,80.11,940.14,46159
1768074178.8663867,2026-01-10T20:42:59.322210,OrangeSchimmel,0,2.73,-0.04,898,12.75,65.95,10.3,80.12,940.15,46209
1768074180.8664699,2026-01-10T20:43:01.175185,OrangeSchimmel,0,0.0,0.0,,,,10.3,80.14,940.15,45960
1768074182.8665807,2026-01-10T20:43:03.414494,OrangeSchimmel,0,2.07,-0.04,905,12.76,65.99,10.3,80.18,940.14,46059
1768074184.8666563,2026-01-10T20:43:05.175405,OrangeSchimmel,0,0.0,0.0,,,,10.3,80.19,940.14,46010
1768074186.8667443,2026-01-10T20:43:07.322487,OrangeSchimmel,0,1.06,-0.04,910,12.77,65.98,10.3,80.22,940.13,46010
1768074188.8668644,2026-01-10T20:43:09.323928,OrangeSchimmel,0,0.16,-0.04,913,12.76,66.02,10.3,80.23,940.13,45861
1768074190.866951,2026-01-10T20:43:11.322713,OrangeSchimmel,0,0.16,-0.04,916,12.75,66.01,10.3,80.26,940.14,45861
1768074192.867035,2026-01-10T20:43:13.322982,OrangeSchimmel,0,-2.08,-0.04,914,12.75,66.04,10.3,80.26,940.14,45861
1768074194.867149,2026-01-10T20:43:15.326526,OrangeSchimmel,0,1.51,-0.04,920,12.75,66.04,10.3,80.29,940.14,46109
1768074196.8672373,2026-01-10T20:43:17.322997,OrangeSchimmel,0,0.22,-0.04,923,12.75,66.04,10.3,80.31,940.15,45812
1768074198.867313,2026-01-10T20:43:19.323168,OrangeSchimmel,0,-0.21,-0.03,925,12.75,66.06,10.3,80.34,940.15,45861
1768074200.867417,2026-01-10T20:43:21.324632,OrangeSchimmel,0,0.22,-0.03,928,12.75,66.1,10.3,80.37,940.16,45861
1768074202.867495,2026-01-10T20:43:23.323344,OrangeSchimmel,0,-1.18,-0.03,928,12.76,66.08,10.3,80.36,940.16,45861
1768074204.8675768,2026-01-10T20:43:25.323761,OrangeSchimmel,0,-0.67,-0.03,929,12.76,66.12,10.3,80.38,940.16,45616
1768074206.8676856,2026-01-10T20:43:27.324655,OrangeSchimmel,0,0.76,-0.03,933,12.75,66.1,10.3,80.46,940.15,45714
1768074208.8677697,2026-01-10T20:43:29.323613,OrangeSchimmel,0,-1.14,-0.03,933,12.73,66.13,10.3,80.42,940.17,45812
1768074210.8678539,2026-01-10T20:43:31.323706,OrangeSchimmel,0,0.77,-0.03,937,12.76,66.15,10.3,80.46,940.16,45861
1768074212.8679657,2026-01-10T20:43:33.324927,OrangeSchimmel,0,-1.59,0.82,936,12.77,66.15,10.31,80.46,940.17,45763
1768074214.8680515,2026-01-10T20:43:35.324036,OrangeSchimmel,0,-0.15,-0.04,938,12.77,66.16,10.31,80.49,940.16,45519
1768074216.8681512,2026-01-10T20:43:37.176870,OrangeSchimmel,0,0.0,0.0,,,,10.31,80.51,940.16,45812
1768074218.8682723,2026-01-10T20:43:39.325453,OrangeSchimmel,0,0.3,-0.04,941,12.76,66.21,10.31,80.52,940.16,45616
1768074220.8683593,2026-01-10T20:43:41.324114,OrangeSchimmel,0,-0.63,-0.03,942,12.75,66.2,10.31,80.55,940.16,45911
1768074222.8684447,2026-01-10T20:43:43.324265,OrangeSchimmel,0,-0.17,-0.03,944,12.76,66.21,10.31,80.57,940.16,45616
1768074224.8685582,2026-01-10T20:43:45.325778,OrangeSchimmel,0,0.76,-0.03,948,12.73,66.24,10.31,80.6,940.16,45567
1768074226.8686447,2026-01-10T20:43:47.324423,OrangeSchimmel,0,-0.63,-0.03,949,12.76,66.24,10.31,80.6,940.15,45422
1768074228.8687308,2026-01-10T20:43:49.324524,OrangeSchimmel,0,-0.62,-0.03,950,12.75,66.27,10.31,80.63,940.16,45470
1768074230.8688402,2026-01-10T20:43:51.325973,OrangeSchimmel,0,-0.62,-0.03,951,12.75,66.27,10.31,80.65,940.16,45470
1768074232.8689275,2026-01-10T20:43:53.324714,OrangeSchimmel,0,0.31,-0.03,954,12.76,66.28,10.31,80.65,940.16,45373
1768074234.8689964,2026-01-10T20:43:55.324943,OrangeSchimmel,0,-0.14,-0.03,956,12.75,66.27,10.31,80.66,940.17,45911
1768074236.8690886,2026-01-10T20:43:57.326192,OrangeSchimmel,0,-0.17,-0.03,958,12.76,66.29,10.31,80.66,940.18,45325
1768074238.8691657,2026-01-10T20:43:59.324992,OrangeSchimmel,0,-0.17,-0.03,960,12.76,66.32,10.31,80.72,940.17,45277
1768074240.869237,2026-01-10T20:44:01.325094,OrangeSchimmel,0,-0.19,-0.03,962,12.76,66.35,10.31,80.75,940.17,45373
1768074242.8693466,2026-01-10T20:44:03.326450,OrangeSchimmel,0,-0.66,-0.03,963,12.76,66.35,10.31,80.75,940.17,45277
1768074244.869433,2026-01-10T20:44:05.325410,OrangeSchimmel,0,0.76,-0.03,967,12.73,66.35,10.31,80.82,940.17,45229
1768074246.8695264,2026-01-10T20:44:07.325389,OrangeSchimmel,0,-0.67,-0.03,968,12.75,66.35,10.31,80.79,940.17,45277
1768074248.86964,2026-01-10T20:44:09.326855,OrangeSchimmel,0,0.27,-0.03,971,12.73,66.38,10.31,80.82,940.17,45277
1768074250.8697193,2026-01-10T20:44:11.325519,OrangeSchimmel,0,-0.67,-0.03,972,12.76,66.38,10.31,80.84,940.17,45373
1768074252.8697886,2026-01-10T20:44:13.178479,OrangeSchimmel,0,0.0,0.0,,,,10.31,80.84,940.17,45325
1768074254.8698812,2026-01-10T20:44:15.327093,OrangeSchimmel,0,0.76,-0.03,976,12.75,66.4,10.31,80.85,940.18,45229
1768074256.8699605,2026-01-10T20:44:17.325700,OrangeSchimmel,0,-0.21,-0.03,978,12.75,66.39,10.31,80.87,940.17,45086
1768074258.8700285,2026-01-10T20:44:19.325755,OrangeSchimmel,0,-0.21,-0.03,980,12.76,66.43,10.31,80.9,940.17,45133
1768074260.8701215,2026-01-10T20:44:21.327182,OrangeSchimmel,0,-0.21,-0.03,982,12.76,66.45,10.31,80.88,940.18,45133
